2025-06-05 10:28:54,Watching away
2025-06-05 10:29:00,Watching away
2025-06-05 10:29:00,Watching away
2025-06-05 10:29:00,Watching away
2025-06-05 10:29:02,Eye blink detected
2025-06-05 10:29:03,Eye blink detected
2025-06-05 10:29:03,Watching away
2025-06-05 10:29:03,Watching away
2025-06-05 10:29:03,Watching away
2025-06-05 10:29:03,Watching away
2025-06-05 10:29:06,Eye blink detected
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Eye blink detected
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:06,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Eye blink detected
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Eye blink detected
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:07,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Watching away
2025-06-05 10:29:08,Eye blink detected
2025-06-05 10:29:09,Eye blink detected
2025-06-05 10:29:13,Watching away
2025-06-05 10:29:15,Watching away
2025-06-05 10:29:15,Watching away
2025-06-05 10:29:15,Watching away
2025-06-05 10:29:16,Watching away
2025-06-05 10:29:16,Watching away
2025-06-05 10:29:16,Watching away
2025-06-05 10:29:16,Watching away
2025-06-05 10:29:16,Watching away
2025-06-05 10:29:24,Eye blink detected
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:27,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Eye blink detected
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:28,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:29,Eye blink detected
2025-06-05 10:29:29,Watching away
2025-06-05 10:29:34,Watching away
2025-06-05 10:29:34,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:55,Watching away
2025-06-05 10:29:56,Watching away
2025-06-05 10:29:56,Watching away
2025-06-05 10:29:56,Watching away
2025-06-05 10:29:56,Watching away
2025-06-05 10:29:57,Eye blink detected
2025-06-05 10:29:57,Watching away
2025-06-05 10:29:58,Eye blink detected
e4ac54ca6d0673178ea276a08e014dc6,2025-06-05 11:11:58,Looking away
3212feef888cda505d557a75c9a0b5d9,2025-06-05 11:14:15,Looking away
54b1a5b9e80a3b0e8fcb1d00962df87d,2025-06-05 11:16:41,Looking away
0d386f07e6bdac2e02e3deb28e652e47,2025-06-05 11:16:41,Looking away
1c3bcb8e663dfe7a5e37edff702974ad,2025-06-05 11:16:42,Looking away
374502815a813d01ff2a8c10bcbf0c27,2025-06-05 11:16:42,Looking away
edfd732608442a8ea4e47fe3d3227718,2025-06-05 11:16:42,Looking away
90577805240afbb6fba6a26ec6214001,2025-06-05 11:16:42,Looking away
bde61576a6fe64dab9da7784707afb81,2025-06-05 11:16:42,Looking away
cf36c536b70fc5009541394b6db2b88a,2025-06-05 11:16:42,Looking away
e87fa328d850948c14ab59b0b41a2aac,2025-06-05 11:16:42,Looking away
30838141b0911c0595c0862692d5c2de,2025-06-05 11:16:42,Looking away
7d608593624038da98f4634ff82f13b1,2025-06-05 11:16:42,Looking away
ee6ad6099fdbb13c53f347b8e861f7cb,2025-06-05 11:16:42,Looking away
c143de210fa2c98da7c850b11816bc63,2025-06-05 11:16:42,Looking away
3e0a0e424a632f40a3dbccd687a02bd9,2025-06-05 11:16:42,Looking away
e58a48a41906d0c046d83f5be73d53fe,2025-06-05 11:16:42,Looking away
e58a48a41906d0c046d83f5be73d53fe,2025-06-05 11:16:42,Looking away
241928fd3cc0902d9d6d607cae0d34c4,2025-06-05 11:16:42,Looking away
6835600edf75a0cb67f2db126f768a65,2025-06-05 11:16:42,Looking away
918298071c8bad9a657507cfa5f5a8af,2025-06-05 11:16:43,Looking away
a1348c80cf907ede2ca2e9fd7b7a87ba,2025-06-05 11:16:43,Looking away
e5ba437a3bacdcc237238bc7ede0dc8b,2025-06-05 11:16:43,Looking away
7618142a699e3b6000cb7d69579983e4,2025-06-05 11:16:43,Looking away
841eb8e6bab634dc3f3d9ab98f5e7a64,2025-06-05 11:16:43,Looking away
a368d31fc04d60ddfca6caea170c3e5d,2025-06-05 11:16:43,Looking away
c13f456eab1579d278d2f6b0f0c06b51,2025-06-05 11:16:43,Looking away
71a6c350925b9f5862719bd559dfa384,2025-06-05 11:16:43,Looking away
6495f7f45fd71cf7732f4d2cb3852076,2025-06-05 11:16:43,Looking away
cb76dbbab6a6d7c3eef1b9c9b16eaaf7,2025-06-05 11:16:43,Looking away
1ba58ed90a7af5f2ace657d94ffff347,2025-06-05 11:16:43,Looking away
f3ee83ef55c133b17c15bcad81ea682e,2025-06-05 11:16:43,Looking away
4111f22bc8d64a562ae01e7c1f2360bc,2025-06-05 11:16:43,Looking away
b36a31d8c03115af56e87305aa5bd65a,2025-06-05 11:16:44,Looking away
975b0bfdefe94246cf25d451069b6bd7,2025-06-05 11:16:44,Looking away
b6a43ee37d2f8315c3966e94692b1af6,2025-06-05 11:16:44,Looking away
2dc39e91aac43fbe9f5b76b0e9acb88a,2025-06-05 11:16:44,Looking away
4d524a3a901eee88b2dd9e9fd42d6ee0,2025-06-05 11:16:44,Looking away
7c83424d8d9ed85be7d80b3f76e4b740,2025-06-05 11:16:44,Looking away
b3f6170f0c9c0d9b68785b3320514492,2025-06-05 11:16:44,Looking away
5a102e50771844fc495284bd25d487ae,2025-06-05 11:16:44,Looking away
5a102e50771844fc495284bd25d487ae,2025-06-05 11:16:44,Looking away
3d734a41a171795bf49215d062ae4ee5,2025-06-05 11:16:44,Looking away
0dae20b80ab178b7a7686a4c04052629,2025-06-05 11:16:44,Looking away
8fa446059b87ae7e5a5da14ccd484bb2,2025-06-05 11:16:44,Looking away
fc73f832e4e29542318d10049662660f,2025-06-05 11:16:46,Eye blink
572e2053a08102663348eaf798ab2147,2025-06-05 11:16:48,Drowsiness
a29d5961eeaf1b7a8724de5c057b1480,2025-06-05 11:16:48,Looking away
b713273e608a56f246b5cc9b90daf96b,2025-06-05 11:16:48,Looking away
c068c88065482bd8ddd87b3b2a2730fd,2025-06-05 11:16:48,Looking away
3258da456a8b572bf28562dd47e49f77,2025-06-05 11:16:48,Looking away
cf8eb5b43dcebd46fa94121171c33ff6,2025-06-05 11:16:48,Looking away
0595d1d22975bb2b055afe23f0947b4a,2025-06-05 11:16:48,Looking away
3d3fb4f5d12bf44c9df7417dde3efe04,2025-06-05 11:16:48,Looking away
3d7e6017efdbf0b5095c501db3b5db65,2025-06-05 11:16:48,Looking away
179e711663ae3624810567b79063bd7a,2025-06-05 11:16:48,Looking away
6383558049a27c571d25d3769f4d960e,2025-06-05 11:16:48,Looking away
9accfad7e575a52b52e509ec16915851,2025-06-05 11:16:49,Looking away
7d8c620bf4fda87fad207a391e07afb9,2025-06-05 11:16:49,Looking away
0dbff60278065f71c5fa663fb43b2c7a,2025-06-05 11:16:49,Looking away
817b8c32b582a9029d5cb18190a2cf3d,2025-06-05 11:16:49,Looking away
cd5e001bcc91ba8dbd096f42888441fd,2025-06-05 11:16:49,Looking away
ce5fe43f0d996297e68224baee45354d,2025-06-05 11:16:49,Looking away
307f63ea4521463a26f8d2ada3e7d431,2025-06-05 11:16:49,Looking away
c6063af0a8749e505bfc8857a50c7f75,2025-06-05 11:16:49,Looking away
c6063af0a8749e505bfc8857a50c7f75,2025-06-05 11:16:49,Looking away
ed432e650cd3489af80c979e27772058,2025-06-05 11:16:49,Looking away
3ac45de8e1d663b3c77c2534f7c2f402,2025-06-05 11:16:49,Looking away
8f97d751527810808087336b70594a63,2025-06-05 11:16:50,Looking away
26d189c41d4f3b963a59968b96d95959,2025-06-05 11:16:50,Looking away
266236a6144edaccf146d9704e2d72f8,2025-06-05 11:16:50,Looking away
89097c908840c2b83aa1f069097023ac,2025-06-05 11:16:50,Looking away
5c7ddc349e866b315081d1019d648a84,2025-06-05 11:16:50,Looking away
f0ccdef447794366b5af6c618499db64,2025-06-05 11:16:50,Looking away
baa8a944b36461aa00471c6a7a58757d,2025-06-05 11:16:50,Looking away
fa9a78c73da4397f7aef8264daec1459,2025-06-05 11:16:50,Looking away
17f2157b16e958091943f2489d769c74,2025-06-05 11:16:50,Looking away
82622d51aca2fa5c7bed92f22bf2baba,2025-06-05 11:16:50,Looking away
00def66602f653b3b612bf818c021c3d,2025-06-05 11:16:50,Looking away
6b7771f9b3e8d649c9d7ef837528e354,2025-06-05 11:16:50,Looking away
a4055cb029448ea0fddbaa28403ed5c9,2025-06-05 11:16:50,Looking away
5a1d95777a19c6a8e59ef409db9ca234,2025-06-05 11:16:50,Looking away
1e04c2bc407ae112d746f00c64c09a13,2025-06-05 11:16:50,Looking away
dfcf850cc24ec1006e5b0217d72a4785,2025-06-05 11:16:51,Looking away
f036199d6a74e62a92bc9d7a37e11f1b,2025-06-05 11:16:51,Looking away
08d488a957f10634a708e7e8df09eae7,2025-06-05 11:16:51,Looking away
c3559893cf88e4cddca4018a8b0a4ba1,2025-06-05 11:16:51,Looking away
b38b352a2a58462a5c894204bb7070e8,2025-06-05 11:16:51,Looking away
8d19e7253ee9360557d0a586e80b067e,2025-06-05 11:16:51,Looking away
011b584e615b87001960ca45099411f1,2025-06-05 11:16:51,Looking away
e52484de70a3f853859c4a4ed9466e00,2025-06-05 11:16:51,Looking away
a58b94c411e9e8a2cd0636fa86320986,2025-06-05 11:16:51,Looking away
def59b849432b29006023a409e528104,2025-06-05 11:16:51,Looking away
8c627c9e559bf3605f58b90cb3250553,2025-06-05 11:16:51,Looking away
141ee111aa07e3b3a7724a3ae00502fa,2025-06-05 11:16:51,Looking away
8b5c99fe72f7d681967ce88253f0a2de,2025-06-05 11:16:51,Looking away
07dc2db7642a357736dca214b4b768be,2025-06-05 11:16:51,Looking away
0f87ed1a5530da333933dafa733f2477,2025-06-05 11:16:51,Looking away
0fd128bd1f27430684f90baa39f9aa9a,2025-06-05 11:16:51,Looking away
b7751ba06375d4e74b6617a04617d8a7,2025-06-05 11:16:52,Looking away
